LOG_ID,EVENT_TIME,LOCATION,ITEM,UNITS,PRICE_PER_UNIT
CSV_03935,2023-12-10,Berlin-03,Keyboard,3,779.5463734859684
CSV_03936,2023-11-05,London-01,TV,3,1581.230949741284
CSV_03937,2023-12-11,Berlin-03,Keyboard,8,966.8836237460775
CSV_03938,2023-09-05,Berlin-03,Phone,9,1437.6057720318272
CSV_03939,2023-07-23,NYC-02,Cables,8,1653.107078582561
CSV_03940,2023-11-02,Paris-05,Cables,6,53.34302019534846
CSV_03941,2023-11-06,NYC-02,TV,8,1724.2611294712801
CSV_03942,2023-12-04,NYC-02,Phone,2,1383.1384798835688
CSV_03943,2023-07-19,Berlin-03,Laptop,2,1748.2057681858996
CSV_03944,2023-08-19,Berlin-03,Laptop,3,1506.0790550285856
CSV_03945,2023-12-21,NYC-02,Keyboard,8,1457.458244892839
CSV_03946,2023-08-22,Tokyo-04,TV,6,1011.446196210946
CSV_03947,2023-11-20,London-01,Phone,4,-368.2729361161337
CSV_03948,2023-10-17,Berlin-03,TV,3,306.7629725879949
CSV_03949,2023-07-20,London-01,TV,,1398.119129920857
CSV_03950,2023-10-20,NYC-02,Mouse,6,561.9743437417999
CSV_03951,2023-11-09,Paris-05,Laptop,2,1077.4451392613628
CSV_03952,2023-09-27,Paris-05,TV,9,904.2809657444163
CSV_03953,2023-10-30,Berlin-03,Keyboard,6,1255.7747779978442
CSV_03954,2023-11-06,Tokyo-04,Phone,1,211.68322876160232
CSV_03955,2023-09-01,Paris-05,Cables,5,1952.1436783654835
CSV_03956,2023-08-15,Paris-05,Cables,5,535.3867022049378
CSV_03957,2023-09-13,London-01,Cables,1,10.663760528300998
CSV_03958,2023-10-10,Berlin-03,Cables,8,1015.9254948779958
CSV_03959,2023-08-16,NYC-02,Keyboard,,1580.6340267889068
CSV_03960,2023-07-15,London-01,Monitor,6,1378.295024245705
CSV_03961,2023-09-19,London-01,Monitor,6,-433.8040896855456
CSV_03962,2023-07-27,Berlin-03,Laptop,3,1399.4267438029444
CSV_03963,2023-10-08,Tokyo-04,Phone,9,-396.4486422782494
CSV_03964,2023-07-11,Berlin-03,Cables,3,-8.742844817402727
CSV_03965,2023-10-07,Berlin-03,TV,3,1247.6965736599975
CSV_03966,2023-09-02,Berlin-03,Cables,6,905.7032686652328
CSV_03967,2023-11-30,Berlin-03,Laptop,3,1368.523654874449
CSV_03968,2023-12-21,London-01,TV,5,415.1735549969842
CSV_03969,2023-08-23,Tokyo-04,Keyboard,8,-262.29142597883765
CSV_03970,2023-10-09,Berlin-03,Mouse,3,301.45569205654795
CSV_03971,2023-12-01,Paris-05,Keyboard,4,1309.3436123213746
CSV_03972,2023-11-17,London-01,Cables,5,530.3410725726746
CSV_03973,2023-11-04,Tokyo-04,Phone,4,1912.6340012449555
CSV_03974,2023-12-01,Berlin-03,Cables,7,47.40761454046685
CSV_03975,2023-10-21,NYC-02,Monitor,5,-3.2232504765987073
CSV_03976,2023-10-13,Paris-05,Phone,7,775.5158540532018
CSV_03977,2023-10-30,Paris-05,TV,6,88.74321289017507
CSV_03978,2023-10-15,London-01,Cables,6,1883.6983112064881
CSV_03979,2023-10-14,Berlin-03,Cables,4,690.385179782229
CSV_03980,2023-08-09,Paris-05,TV,7,1800.6581475716603
CSV_03981,2023-10-01,Tokyo-04,Laptop,7,-356.66309944372404
CSV_03982,2023-11-24,London-01,Keyboard,9,1509.5099265015997
CSV_03983,2023-10-11,London-01,Cables,3,118.71353701769385
CSV_03984,2023-12-20,Paris-05,TV,4,1330.7721434351354
CSV_03985,2023-09-18,NYC-02,Phone,2,-458.70097100009536
CSV_03986,2023-07-19,NYC-02,TV,6,1746.947638125584
CSV_03987,2023-08-31,NYC-02,Keyboard,7,1778.624533188568
CSV_03988,2023-10-05,NYC-02,Phone,6,-23.688677433651264
CSV_03989,2023-07-25,Berlin-03,Monitor,4,1010.2217193276861
CSV_03990,2023-10-18,Tokyo-04,Phone,4,928.5055220630077
CSV_03991,2023-07-28,Berlin-03,TV,1,114.99917042737911
CSV_03992,2023-07-09,Berlin-03,Keyboard,6,1663.2618212070133
CSV_03993,2023-09-08,Paris-05,Cables,2,650.042121697516
CSV_03994,2023-10-28,Paris-05,Laptop,6,1508.289122605938
CSV_03995,2023-08-09,NYC-02,Phone,1,413.78286150399754
CSV_03996,2023-07-29,Paris-05,Keyboard,8,1497.9710127058802
CSV_03997,2023-10-11,London-01,Keyboard,5,549.5481114614752
CSV_03998,2023-08-28,NYC-02,Phone,1,1642.3843952517109
CSV_03999,2023-12-26,NYC-02,Cables,,1070.1412268628326
CSV_04000,2023-11-13,Paris-05,Keyboard,8,1996.731211667127
CSV_04001,2023-07-23,Tokyo-04,Mouse,2,710.2651052239382
CSV_04002,2023-10-03,Paris-05,Laptop,4,-499.2138701153835
CSV_04003,2023-08-08,Berlin-03,Laptop,2,1937.3764675929892
CSV_04004,2023-11-21,Paris-05,Phone,9,1835.1795654809066
CSV_04005,2023-08-30,Tokyo-04,TV,1,71.65126270858093
CSV_04006,2023-08-08,NYC-02,Cables,6,1997.7749532738358
CSV_04007,2023-07-19,Berlin-03,Monitor,9,323.6646346112203
CSV_04008,2023-09-15,Tokyo-04,Cables,,1117.355542976696
CSV_04009,2023-10-21,London-01,TV,2,1216.0906088485372
CSV_04010,2023-10-09,Paris-05,Keyboard,8,-142.30743486820694
CSV_04011,2023-10-31,Paris-05,Monitor,5,-199.13887516210912
CSV_04012,2023-07-01,London-01,TV,1,-447.19622798066973
CSV_04013,2023-08-28,London-01,Cables,5,63.18295624851055
CSV_04014,2023-09-23,Tokyo-04,Cables,6,232.49045028853936
CSV_04015,2023-08-03,Paris-05,Laptop,1,-224.27894963389076
CSV_04016,2023-07-08,London-01,Monitor,8,1107.2552703856302
CSV_04017,2023-09-04,Tokyo-04,TV,3,-479.55323251829117
CSV_04018,2023-07-08,Tokyo-04,Laptop,9,1871.894168882106
CSV_04019,2023-12-01,Tokyo-04,Phone,9,1257.5222851146984
CSV_04020,2023-08-23,Paris-05,TV,4,876.5900333684883
CSV_04021,2023-10-14,NYC-02,Mouse,2,1064.6337661242108
CSV_04022,2023-11-10,Berlin-03,Phone,6,855.6040156339557
CSV_04023,2023-08-08,NYC-02,Keyboard,,809.4826712100169
CSV_04024,2023-09-05,Berlin-03,Monitor,8,742.6663144791451
CSV_04025,2023-10-18,NYC-02,Monitor,6,1427.8817235360052
CSV_04026,2023-10-15,London-01,TV,7,1023.0467240067139
CSV_04027,2023-08-03,NYC-02,TV,9,1626.7426283140403
CSV_04028,2023-12-08,NYC-02,Cables,8,270.6935459726069
CSV_04029,2023-07-04,Tokyo-04,Keyboard,1,-148.09338339814275
CSV_04030,2023-08-17,Tokyo-04,Laptop,6,1421.4650124315099
CSV_04031,2023-07-09,Berlin-03,TV,9,1985.1282340649195
CSV_04032,2023-08-05,London-01,Keyboard,3,-32.83471820110947
CSV_04033,2023-11-06,London-01,Laptop,9,-289.56702848838984
CSV_04034,2023-07-25,London-01,Monitor,4,1080.5197469855268
CSV_04035,2023-11-17,Tokyo-04,Monitor,5,1473.6972157274643
CSV_04036,2023-08-01,NYC-02,Cables,5,-352.52287073809293
CSV_04037,2023-12-25,Tokyo-04,TV,,1035.9145996126938
CSV_04038,2023-12-14,London-01,Keyboard,5,1006.3074417181977
CSV_04039,2023-11-04,London-01,Phone,4,327.19658373133495
CSV_04040,2023-07-21,Tokyo-04,TV,4,1175.6873899817558
CSV_04041,2023-08-13,NYC-02,Phone,1,419.8059632009473
CSV_04042,2023-08-05,Paris-05,TV,9,-151.41759250761623
CSV_04043,2023-07-26,NYC-02,TV,4,1.7831297364996885
CSV_04044,2023-08-31,Paris-05,TV,4,1114.2704395177093
CSV_04045,2023-07-14,Berlin-03,Phone,2,590.0781132272227
CSV_04046,2023-07-05,Berlin-03,Cables,8,1782.6687526059159
CSV_04047,2023-07-13,Paris-05,Laptop,4,719.7900271100557
CSV_04048,2023-10-12,Paris-05,Monitor,5,223.91078318521932
CSV_04049,2023-11-13,Berlin-03,Monitor,2,1706.786727716466
CSV_04050,2023-10-18,London-01,Phone,1,491.2555617866469
CSV_04051,2023-08-20,London-01,Cables,7,-49.25816670609663
CSV_04052,2023-09-24,Berlin-03,Mouse,3,-77.1472502320243
CSV_04053,2023-10-25,London-01,TV,3,675.9965202105957
CSV_04054,2023-10-03,Tokyo-04,Keyboard,8,745.6090299179821
CSV_04055,2023-07-11,London-01,Cables,5,1718.7997984413314
CSV_04056,2023-09-13,Berlin-03,Laptop,6,1805.836217067008
CSV_04057,2023-12-10,Paris-05,TV,6,-435.4267008893682
CSV_04058,2023-10-08,Paris-05,Cables,1,352.0824834138497
CSV_04059,2023-10-29,Berlin-03,TV,9,1601.1956200080554
CSV_04060,2023-12-17,Berlin-03,TV,9,557.3115335671725
CSV_04061,2023-07-03,London-01,Cables,5,975.8313814784435
CSV_04062,2023-09-18,Tokyo-04,TV,6,703.7440928866947
CSV_04063,2023-12-12,Berlin-03,TV,2,1953.037238021826
CSV_04064,2023-12-12,Berlin-03,Phone,2,468.39811996166316
CSV_04065,2023-11-27,Tokyo-04,Keyboard,5,-181.74940966896378
CSV_04066,2023-11-10,Tokyo-04,Monitor,6,575.0202822582278
CSV_04067,2023-11-21,London-01,Mouse,4,119.32584344080078
CSV_04068,2023-08-20,NYC-02,Keyboard,1,-381.8569991677496
CSV_04069,2023-10-05,London-01,Cables,6,-448.55814747433317
CSV_04070,2023-08-29,Paris-05,Monitor,3,575.5384469576027
CSV_04071,2023-11-18,Tokyo-04,Mouse,3,1683.7614605673712
CSV_04072,2023-08-14,Berlin-03,Phone,7,-426.0068169696741
CSV_04073,2023-08-17,NYC-02,Monitor,5,-214.71847892191988
CSV_04074,2023-08-24,London-01,Cables,6,1917.060295841939
CSV_04075,2023-11-16,NYC-02,Mouse,4,-419.93650964863303
CSV_04076,2023-10-03,Paris-05,Monitor,3,223.3565156363486
CSV_04077,2023-11-19,NYC-02,Keyboard,5,-287.50365603855755
CSV_04078,2023-07-27,Paris-05,Cables,1,1316.5961749168405
CSV_04079,2023-07-06,Berlin-03,Laptop,7,-166.68145163338045
CSV_04080,2023-11-24,Paris-05,TV,7,676.3379839184681
CSV_04081,2023-10-04,NYC-02,Cables,8,722.4202307268692
CSV_04082,2023-10-01,Paris-05,Mouse,4,1025.6276543298047
CSV_04083,2023-08-29,Paris-05,Mouse,9,398.0923856372664
CSV_04084,2023-09-01,Paris-05,Laptop,7,946.7965994248989
CSV_04085,2023-08-02,NYC-02,Monitor,7,177.4079819889364
CSV_04086,2023-11-06,NYC-02,TV,6,617.0551496165451
CSV_04087,2023-09-23,Paris-05,TV,4,629.3751858481494
CSV_04088,2023-12-16,Paris-05,Laptop,8,382.00054637886797
CSV_04089,2023-12-08,Berlin-03,Monitor,7,637.3654124935831
CSV_04090,2023-09-30,Tokyo-04,Cables,5,-176.3410079736223
CSV_04091,2023-10-08,Tokyo-04,Keyboard,9,-181.58962075783893
CSV_04092,2023-12-04,Tokyo-04,Laptop,6,1928.48644962343
CSV_04093,2023-07-26,NYC-02,Cables,3,1169.6034445330397
CSV_04094,2023-12-05,Paris-05,Laptop,9,1211.6505792107287
CSV_04095,2023-08-02,London-01,Mouse,8,1418.4838637679022
CSV_04096,2023-12-02,London-01,Laptop,4,234.44551612012935
CSV_04097,2023-09-21,Berlin-03,Laptop,4,88.80256058901762
CSV_04098,2023-07-19,Tokyo-04,Cables,4,877.7515150239376
CSV_04099,2023-11-28,London-01,Laptop,9,1508.5832347105743
CSV_04100,2023-11-04,Tokyo-04,Cables,2,352.7511268262791
CSV_04101,2023-10-09,NYC-02,Keyboard,8,1097.7374806801047
CSV_04102,2023-11-27,NYC-02,Phone,2,796.2555141683226
CSV_04103,2023-08-17,Berlin-03,TV,2,927.0259981023048
CSV_04104,2023-09-26,Tokyo-04,Monitor,5,534.4922665348022
CSV_04105,2023-11-11,Tokyo-04,Monitor,5,1943.0144925702375
CSV_04106,2023-09-22,Tokyo-04,TV,1,1835.6749120844252
CSV_04107,2023-11-15,Paris-05,Cables,3,363.5394112384042
CSV_04108,2023-07-05,Berlin-03,Mouse,4,1078.698463496979
CSV_04109,2023-07-11,Paris-05,Mouse,5,1004.976792336367
CSV_04110,2023-07-31,London-01,Keyboard,8,-400.90583188936193
CSV_04111,2023-10-25,NYC-02,Monitor,2,1106.7648279617426
CSV_04112,2023-08-18,London-01,Monitor,5,91.64757111155075
CSV_04113,2023-11-07,NYC-02,Laptop,3,542.6479339284838
CSV_04114,2023-07-27,Berlin-03,Keyboard,9,722.967255937461
CSV_04115,2023-09-17,Paris-05,Keyboard,9,531.9614082858109
CSV_04116,2023-09-12,Paris-05,Mouse,3,1912.2641570646524
CSV_04117,2023-08-01,London-01,Monitor,5,-302.940261366625
CSV_04118,2023-08-14,Tokyo-04,TV,3,76.92556609822009
CSV_04119,2023-07-18,London-01,Phone,8,356.590216377669
CSV_04120,2023-09-07,Berlin-03,Phone,9,1054.5796713318982
CSV_04121,2023-09-07,Paris-05,Phone,6,402.3599230592172
CSV_04122,2023-11-27,Tokyo-04,Keyboard,5,1599.9079339875625
CSV_04123,2023-09-16,Berlin-03,Mouse,2,529.2451543405548
CSV_04124,2023-11-30,Tokyo-04,Cables,5,-276.7687688432639
CSV_04125,2023-10-21,NYC-02,Phone,3,772.0916492915878
CSV_04126,2023-07-26,Berlin-03,Laptop,2,1108.8326463434407
CSV_04127,2023-11-21,Tokyo-04,Laptop,7,1484.3669516204013
CSV_04128,2023-10-01,NYC-02,Cables,3,78.65755425785699
CSV_04129,2023-10-24,London-01,Keyboard,,678.1841960941824
CSV_04130,2023-08-22,Berlin-03,Mouse,4,1100.3373088545884
CSV_04131,2023-08-04,NYC-02,Monitor,7,1437.0023316287163
CSV_04132,2023-08-08,NYC-02,Laptop,9,1189.055788323266
CSV_04133,2023-10-12,London-01,Cables,6,82.27070074838991
CSV_04134,2023-12-04,Paris-05,Mouse,8,295.496034463305
CSV_04135,2023-07-22,London-01,Phone,5,332.7109169661687
CSV_04136,2023-07-30,London-01,Phone,4,1148.089568953733
CSV_04137,2023-11-09,Tokyo-04,Laptop,2,765.152121591108
CSV_04138,2023-07-07,NYC-02,TV,6,-409.7749526831533
CSV_04139,2023-09-07,London-01,Laptop,9,1134.6871827111192
CSV_04140,2023-12-07,Paris-05,Laptop,3,6.8068112781987224
CSV_04141,2023-07-28,NYC-02,TV,5,-115.58062519658944
CSV_04142,2023-10-12,Paris-05,Keyboard,8,525.3117803784789
CSV_04143,2023-09-22,Paris-05,Keyboard,7,-321.6508553881648
CSV_04144,2023-10-25,Paris-05,Keyboard,8,1242.5627842800554
CSV_04145,2023-12-13,London-01,Mouse,2,1796.5313796016499
CSV_04146,2023-08-11,London-01,Phone,6,1077.8936172834235
CSV_04147,2023-09-20,Tokyo-04,Mouse,8,183.2988682601965
CSV_04148,2023-09-24,Berlin-03,Monitor,4,461.4327609420045
CSV_04149,2023-08-28,Paris-05,Cables,1,1064.9962658828765
CSV_04150,2023-10-10,Tokyo-04,Cables,4,-119.38358852410693
CSV_04151,2023-08-23,Tokyo-04,Keyboard,1,915.3752115425712
CSV_04152,2023-12-03,London-01,Mouse,4,638.517301191305
CSV_04153,2023-09-18,NYC-02,Monitor,QTY_ERR,1771.1058691435042
CSV_04154,2023-07-11,Tokyo-04,Mouse,6,1593.8010015652108
CSV_04155,2023-10-22,NYC-02,Phone,5,945.8443389430847
CSV_04156,2023-09-21,Berlin-03,Monitor,6,1171.834123652472
CSV_04157,2023-11-09,London-01,TV,5,1020.2958734176793
CSV_04158,2023-11-26,Berlin-03,Keyboard,5,601.3637701932344
CSV_04159,2023-11-04,Paris-05,Mouse,8,55.76180169708698
CSV_04160,2023-09-20,NYC-02,Mouse,5,-290.2710538246035
CSV_04161,2023-10-08,NYC-02,Laptop,,1420.4489147307531
CSV_04162,2023-09-28,London-01,Phone,8,672.5689071165057
CSV_04163,2023-09-15,Tokyo-04,Keyboard,4,-425.17633733693697
CSV_04164,2023-08-04,Tokyo-04,Monitor,6,1945.102706165193
CSV_04165,2023-10-07,Paris-05,Laptop,2,11.945604044157506
CSV_04166,2023-10-27,NYC-02,Keyboard,6,1836.1579382684204
CSV_04167,2023-09-05,London-01,Cables,2,1725.4015189311958
CSV_04168,2023-08-03,Paris-05,Mouse,4,1731.7231626830958
CSV_04169,2023-11-07,Berlin-03,Laptop,9,1638.37553530873
CSV_04170,2023-10-19,London-01,Laptop,1,207.14276529328356
CSV_04171,2023-07-29,NYC-02,Laptop,4,1445.2359876130722
CSV_04172,2023-10-20,London-01,TV,,73.58937675008019
CSV_04173,2023-10-04,Berlin-03,Mouse,4,541.5405425433178
CSV_04174,2023-11-22,NYC-02,Cables,4,804.6125431602595
CSV_04175,2023-11-02,Paris-05,Mouse,2,526.6869855270882
CSV_04176,2023-10-21,Paris-05,Phone,2,129.09435957182598
CSV_04177,2023-09-24,London-01,Keyboard,6,-196.6249361680221
CSV_04178,2023-08-18,NYC-02,Phone,8,1414.3510605113283
CSV_04179,2023-12-05,Berlin-03,Cables,9,-410.69347622022394
CSV_04180,2023-11-27,NYC-02,Laptop,1,433.41512242717135
CSV_04181,2023-12-01,NYC-02,Monitor,4,-242.3030434156621
CSV_04182,2023-10-03,Paris-05,Cables,6,-35.74838453655707
CSV_04183,2023-11-26,Berlin-03,Monitor,6,-289.0976627059806
CSV_04184,2023-08-22,London-01,Mouse,7,-82.8262437907444
CSV_04185,2023-12-03,NYC-02,Cables,2,1806.869587843713
CSV_04186,2023-12-07,Tokyo-04,Keyboard,9,912.6570518677383
CSV_04187,2023-09-17,London-01,Monitor,5,1039.9113560759738
CSV_04188,2023-08-29,Berlin-03,TV,2,841.719295616431
CSV_04189,2023-10-11,Paris-05,Mouse,6,-177.03397513980798
CSV_04190,2023-08-27,Berlin-03,Monitor,8,1376.027246628168
CSV_04191,2023-11-20,Berlin-03,Phone,,1833.8252518854797
CSV_04192,2023-12-15,London-01,Mouse,4,1127.9109916548682
CSV_04193,2023-09-18,Berlin-03,TV,6,1989.4719186102916
CSV_04194,2023-08-13,Paris-05,Cables,2,-391.98109825047936
CSV_04195,2023-12-24,London-01,Cables,1,1841.2990541605318
CSV_04196,2023-11-25,Berlin-03,Monitor,7,1794.8566296749773
CSV_04197,2023-11-01,Berlin-03,Mouse,8,1715.4429089267564
CSV_04198,2023-08-21,London-01,Monitor,6,945.9004655705603
CSV_04199,2023-11-22,London-01,Cables,2,1560.4100996779143
CSV_04200,2023-10-31,Paris-05,Monitor,5,-18.155739372257926
CSV_04201,2023-07-28,Tokyo-04,Mouse,9,465.33215798258516
CSV_04202,2023-10-01,NYC-02,TV,7,1376.3111610919634
CSV_04203,2023-10-28,Paris-05,Monitor,4,745.6862009950901
CSV_04204,2023-10-28,NYC-02,Phone,8,-227.60060021089362
CSV_04205,2023-11-25,Paris-05,Phone,4,715.5215299709064
CSV_04206,2023-07-11,Paris-05,Laptop,7,0.37699536701035186
CSV_04207,2023-12-20,London-01,Mouse,6,1558.2563586104775
CSV_04208,2023-09-11,NYC-02,TV,1,337.60749916223006
CSV_04209,2023-12-26,Berlin-03,Mouse,7,1261.6912087758628
CSV_04210,2023-10-16,London-01,Mouse,7,1279.8261557918338
CSV_04211,2023-09-16,London-01,Keyboard,9,1678.4938025777524
CSV_04212,2023-10-24,Berlin-03,Keyboard,3,719.4707691508604
CSV_04213,2023-10-30,Tokyo-04,Phone,9,-110.52822517810131
CSV_04214,2023-10-29,London-01,Laptop,2,-265.40461662282064
CSV_04215,2023-09-02,Tokyo-04,Cables,9,713.5106920268704
CSV_04216,2023-11-06,Berlin-03,Mouse,1,1069.0911288095047
CSV_04217,2023-07-26,Berlin-03,TV,5,1662.459659704365
CSV_04218,2023-09-29,Tokyo-04,Keyboard,1,1934.144900452703
CSV_04219,2023-12-08,London-01,Monitor,9,374.0162862500109
CSV_04220,2023-11-01,Tokyo-04,Monitor,7,-276.56305528769894
CSV_04221,2023-08-24,Paris-05,Mouse,6,1764.6442304919092
CSV_04222,2023-07-23,London-01,Keyboard,6,518.1945601957865
CSV_04223,2023-08-12,London-01,Phone,3,1737.4914724860955
CSV_04224,2023-10-09,London-01,Cables,7,1758.4322729845367
CSV_04225,2023-12-05,Berlin-03,Cables,3,1823.5759025103512
CSV_04226,2023-10-11,London-01,Keyboard,9,-380.88719031868067
CSV_04227,2023-07-30,Paris-05,Cables,3,339.2713584693171
CSV_04228,2023-12-26,London-01,Monitor,9,328.71959272269896
CSV_04229,2023-09-19,Tokyo-04,Keyboard,3,1979.5880643981045
CSV_04230,2023-07-05,Paris-05,Laptop,4,966.5110207712028
CSV_04231,2023-08-16,Berlin-03,Laptop,1,709.0547824717069
CSV_04232,2023-08-12,Tokyo-04,Phone,2,1137.633533598362
CSV_04233,2023-07-06,NYC-02,Keyboard,8,1605.2819298245845
CSV_04234,2023-12-17,Berlin-03,TV,9,567.749579333823
CSV_04235,2023-09-28,Berlin-03,Cables,4,1299.8691679375042
CSV_04236,2023-11-24,Berlin-03,TV,9,-38.13966273504093
CSV_04237,2023-10-06,Paris-05,Monitor,7,1772.8504052458447
CSV_04238,2023-07-24,Paris-05,Keyboard,4,846.1451164453445
CSV_04239,2023-07-05,NYC-02,Keyboard,6,1572.9122899877475
CSV_04240,2023-12-13,NYC-02,Cables,9,-350.9155440065099
CSV_04241,2023-10-18,NYC-02,Mouse,5,1334.6798024906589
CSV_04242,2023-11-10,Tokyo-04,Keyboard,9,644.8490983000395
CSV_04243,2023-12-05,NYC-02,Monitor,5,-140.64096691685688
CSV_04244,2023-10-22,NYC-02,Phone,9,-412.87232470742765
CSV_04245,2023-09-08,Paris-05,Cables,5,115.81008527967492
CSV_04246,2023-08-29,Tokyo-04,TV,6,1376.0057316381385
CSV_04247,2023-09-16,NYC-02,TV,5,1772.693191076185
CSV_04248,2023-10-21,London-01,Keyboard,6,170.74763525200615
CSV_04249,2023-11-22,Paris-05,Keyboard,6,1110.6811123340053
CSV_04250,2023-10-27,NYC-02,Monitor,8,83.1648679341298
CSV_04251,2023-07-01,Berlin-03,Phone,1,1721.2031507198376
CSV_04252,2023-09-04,NYC-02,Keyboard,7,-126.32385202299685
CSV_04253,2023-09-30,Paris-05,Monitor,9,417.9900208298985
CSV_04254,2023-07-12,Tokyo-04,TV,6,584.330768660272
CSV_04255,2023-08-15,NYC-02,TV,7,235.83241126196515
CSV_04256,2023-12-12,Tokyo-04,Cables,7,666.3846076637024
CSV_04257,2023-09-14,Berlin-03,Monitor,5,283.197939271148
CSV_04258,2023-08-14,London-01,Cables,5,1913.5548045221572
CSV_04259,2023-12-14,Paris-05,Phone,3,932.9827414866231
CSV_04260,2023-09-18,Paris-05,Phone,6,1309.7569997336632
CSV_04261,2023-09-21,NYC-02,Keyboard,1,1659.4628413629944
CSV_04262,2023-07-25,London-01,Monitor,6,744.1045765628428
CSV_04263,2023-09-13,London-01,Laptop,7,1706.0881006195295
CSV_04264,2023-12-26,Paris-05,Laptop,,1089.590891300294
CSV_04265,2023-09-24,NYC-02,Laptop,1,-362.32285426756476
CSV_04266,2023-09-20,Tokyo-04,Laptop,8,543.0879385483731
CSV_04267,2023-12-25,Berlin-03,Laptop,7,-233.92806821276378
CSV_04268,2023-09-15,London-01,Phone,2,1825.9826741280208
CSV_04269,2023-10-20,London-01,Cables,1,1842.2099971263783
CSV_04270,2023-11-03,London-01,Phone,3,-286.6675442520859
CSV_04271,2023-08-14,NYC-02,TV,8,513.0196536446906
CSV_04272,2023-10-06,Tokyo-04,Phone,4,617.3639583650272
CSV_04273,2023-08-12,Tokyo-04,Keyboard,5,553.8081577368177
CSV_04274,2023-08-07,Berlin-03,Phone,2,1672.8235857389473
CSV_04275,2023-07-02,NYC-02,Mouse,3,1031.7758443125842
CSV_04276,2023-11-16,Berlin-03,Mouse,8,-178.15879397007114
CSV_04277,2023-10-11,NYC-02,Keyboard,8,1510.2918839097101
CSV_04278,2023-07-27,NYC-02,Phone,5,691.8396634326136
CSV_04279,2023-09-03,Tokyo-04,Phone,1,1347.9606984320035
CSV_04280,2023-12-24,Berlin-03,Mouse,3,448.36789181572317
CSV_04281,2023-09-16,NYC-02,Keyboard,8,139.21279201659604
CSV_04282,2023-07-23,London-01,Monitor,9,-102.10582638854811
CSV_04283,2023-12-14,Berlin-03,TV,3,1944.5274432677652
CSV_04284,2023-12-17,London-01,Keyboard,7,-272.16816869675876
CSV_04285,2023-11-07,Berlin-03,Phone,8,252.83725004250766
CSV_04286,2023-12-04,Berlin-03,Keyboard,5,120.83137694342292
CSV_04287,2023-10-17,NYC-02,Laptop,7,1594.786243401175
CSV_04288,2023-07-07,NYC-02,TV,1,161.41056853706357
CSV_04289,2023-10-20,NYC-02,Keyboard,5,-97.43155549826338
CSV_04290,2023-10-13,Paris-05,TV,1,1762.3394284467245
CSV_04291,2023-12-13,Tokyo-04,Laptop,5,-465.65485753909604
CSV_04292,2023-07-24,Paris-05,Phone,9,261.0470121064686
CSV_04293,2023-08-17,London-01,Mouse,2,938.5137109217751
CSV_04294,2023-12-16,NYC-02,Mouse,5,-307.2543708389934
CSV_04295,2023-12-01,NYC-02,Laptop,2,325.23559955198414
CSV_04296,2023-11-06,NYC-02,TV,5,1288.8173467367344
CSV_04297,2023-10-13,Tokyo-04,Laptop,3,510.08994509368904
CSV_04298,2023-11-02,NYC-02,TV,3,1405.0536559967932
CSV_04299,2023-10-27,Paris-05,Mouse,8,1879.34424255029
CSV_04300,2023-08-25,NYC-02,Laptop,,1413.7797426776467
CSV_04301,2023-11-23,Tokyo-04,Monitor,1,1457.5881254369763
CSV_04302,2023-08-14,London-01,Monitor,7,1177.180288700413
CSV_04303,2023-08-25,Paris-05,Laptop,3,868.5711156385107
CSV_04304,2023-12-06,Berlin-03,Monitor,5,-57.10434427811282
CSV_04305,2023-10-21,Paris-05,Phone,5,79.06577925122849
CSV_04306,2023-09-29,Berlin-03,Monitor,9,690.1874896287454
CSV_04307,2023-07-24,Tokyo-04,Phone,5,-83.69330185440793
CSV_04308,2023-07-05,Berlin-03,Mouse,8,1189.908240457789
CSV_04309,2023-12-24,London-01,Mouse,6,-191.6246038761911
CSV_04310,2023-07-28,Tokyo-04,TV,7,1105.423430018044
CSV_04311,2023-10-07,NYC-02,Phone,2,1907.0821490484318
CSV_04312,2023-08-21,Tokyo-04,Keyboard,2,75.2736886364421
CSV_04313,2023-12-04,Berlin-03,Monitor,7,1548.99036692155
CSV_04314,2023-11-17,Berlin-03,Monitor,6,1399.3450133492142
CSV_04315,2023-09-11,Tokyo-04,TV,9,-201.59297655871916
CSV_04316,2023-12-12,Berlin-03,Keyboard,5,1088.153261693069
CSV_04317,2023-10-20,London-01,TV,2,51.705470409827285
CSV_04318,2023-11-02,Paris-05,Cables,6,1685.0058202606938
CSV_04319,2023-11-07,London-01,Laptop,3,876.4612393182958
CSV_04320,2023-07-24,London-01,Phone,9,-313.4773055009672
CSV_04321,2023-10-29,Tokyo-04,Mouse,9,1182.0221547866533
CSV_04322,2023-12-25,NYC-02,Laptop,2,463.25434279234184
CSV_04323,2023-10-03,Tokyo-04,Phone,5,749.8843458058304
CSV_04324,2023-07-14,NYC-02,Mouse,8,-489.4851967924653
CSV_04325,2023-07-30,Tokyo-04,Monitor,1,1127.7946952569946
CSV_04326,2023-08-20,Paris-05,Laptop,6,1842.1581582125477
CSV_04327,2023-11-13,Paris-05,Monitor,2,232.47869027761874
CSV_04328,2023-07-27,Tokyo-04,Phone,2,744.657035416383
CSV_04329,2023-08-11,Paris-05,Laptop,3,1208.416336645271
CSV_04330,2023-08-09,London-01,Monitor,4,462.9935220338307
CSV_04331,2023-07-26,London-01,Phone,9,1924.1761792143138
